gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,revenue_per_tenure,charges_x_tenure,avg_monthly_revenue,total_services,high_value,contract_risk,fiber_risk,tenure_risk_med,tenure_risk_low,tenure_risk_vlow
0,0,0,0,-1.2774445836787656,1,0,-1.491020519067978,-0.9986346587823504,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.15812403731391,1.90469608623729,-0.7756719562474954,1,0,1,0,0,0,0
0,0,1,0,-1.1145631287986442,1,1,0.8022593411612722,-0.8069220791024859,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.7133964475772162,-0.8941686813926464,-0.7175427136442842,1,0,1,1,0,0,0
1,0,1,0,0.0256070553622056,1,1,1.0315873271841969,0.3332435127943889,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,28.971430428340188,0.02641591379815543,9.358918040386559,1,1,0,1,0,1,0
0,0,1,0,1.6137012404433893,1,1,1.5251410362335358,2.553401007214816,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0.9392990522179195,2.4611219820211727,1.5725805607671708,1,1,0,1,0,0,1
0,0,1,1,-1.1960038562387048,0,0,-0.8130073430001998,-0.9665832292262004,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.6741332863858447,0.9723599173786224,-0.8014760684437515,0,0,1,0,0,0,0
1,0,0,0,-1.2367242199587352,1,1,0.572931355138347,-0.9259008706366793,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.45954939028722025,-0.7085580832733733,-0.7426669473601188,1,0,1,1,0,0,0
0,0,1,0,1.0843365120829946,1,1,1.4038298552214086,1.708695735296638,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1.2828136863946122,1.5222239687687575,1.5613988169363486,1,1,0,1,0,0,1
1,0,0,0,-1.2367242199587352,1,0,-0.6451658459834212,-0.9679076684640578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5174888204263612,0.797892227617864,-0.7763606842386476,1,0,1,0,0,0,0
1,0,1,1,1.5729808767233588,1,1,0.2854404741096075,1.2681872447852536,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0.18031833378836892,0.4489924072172616,0.8011387019471123,1,0,0,0,0,0,1
0,0,1,1,-1.1145631287986442,1,0,-0.6634456129852487,-0.9100958957315808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5899585323360182,0.7394520181965732,-0.809288400468744,1,0,1,0,0,0,0
1,0,1,1,-0.2187151269579764,1,1,-0.3327480099521901,-0.3406532454147742,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.454857902832673,0.07277702324170726,-1.489421578474628,1,0,1,0,1,0,0
0,0,0,0,-1.2774445836787656,1,1,-0.4174996569606623,-0.9843748629880854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.3242855360560001,0.5333326754721407,-0.7645959099655507,1,0,1,0,0,0,0
1,0,0,1,1.247217966963116,0,1,-0.803036560999203,0.1355488825568683,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.6387409201118761,-1.0015616270064782,0.10781653310626367,0,0,0,0,0,0,1
0,1,0,0,0.5549717837226001,1,1,1.503537675231376,1.144705359842345,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,2.6612615329646436,0.8344209855172883,2.0261283710486904,1,1,0,1,0,1,0
1,0,1,1,1.6137012404433893,1,0,-0.3144682429503628,0.7512586102494946,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.193673709865794,-0.5074577937290535,0.4626827839611344,1,0,0,0,0,0,1
0,0,1,0,0.0663274190822359,1,1,-0.130008775931923,-0.1228712867364158,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.7033037078307378,-0.008623146565605162,-1.609792237361427,1,0,1,0,0,1,0
0,0,1,1,-0.3408762181180675,1,0,0.4532819711263863,-0.1984526192434803,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1.2918572069591217,-0.15451304405866564,-0.5655915362628033,1,0,0,0,1,0,0
1,0,0,0,1.6137012404433893,1,0,0.1624674960973147,1.1594728573444553,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.10005996919294659,0.26217399998396823,0.7140924872532797,1,0,0,0,0,0,1
0,0,1,1,1.125056875803025,0,0,-0.1632447159352455,0.5775804781917889,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.14382073657741057,-0.1836595901014596,0.5088559793826761,0,0,0,0,0,0,1
1,0,0,0,1.4508197855632678,1,1,0.4034280611214026,1.2101326581925025,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0.27616552370684616,0.5853014131263583,0.8283928449982593,1,0,0,0,0,0,1
0,0,1,1,-0.9924020376385532,1,1,-1.4926823160681442,-0.9426991749701712,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.4891054287804397,1.481340972013061,-0.9404402022076598,1,0,0,0,0,0,0
0,0,0,1,0.0663274190822359,1,0,0.0959956160906698,0.0253334639798318,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1.2576819345515038,0.006367141458503283,0.3319051565537318,1,0,0,0,0,1,0
0,0,0,0,-1.0738427650786138,0,0,-0.6567984249845842,-0.8755501056107989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.6059905054004259,0.7052982367847244,-0.8078202243175865,0,0,1,0,0,0,0
1,0,1,0,-1.2367242199587352,1,1,-0.0186683769207927,-0.944001540220731,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.014973942610508198,0.023087633885263005,-0.7571855307759852,1,0,1,0,0,0,0
1,0,0,0,-0.055833672077855,1,0,0.5629605731373504,0.1177572487949834,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8.551255844753614,-0.03143215603331213,1.7887084994396711,1,0,0,1,0,1,0
0,0,1,1,-0.5037576729981889,1,1,-1.303237458049206,-0.7834132826305163,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-2.5366773608338895,0.6565158692309429,-1.5248692599736182,1,0,1,0,1,0,0
0,0,1,1,-1.2774445836787656,1,0,-1.4876969250676455,-0.9985905108077552,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-1.155542493966362,1.9004503790832181,-0.7756376650825358,1,0,1,0,0,0,0
1,0,0,0,1.2064976032430856,1,1,1.0631614701873533,1.6968199301305162,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0.8739527865513664,1.282701765641437,1.3948403396824864,1,1,0,1,0,0,1
0,1,1,0,1.5322605130033284,1,1,0.3618831361172495,1.3816033915204455,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.23464462266010727,0.5544992397942701,0.8958301012518135,1,0,0,1,0,0,1
0,0,0,0,-0.9109613101984924,1,1,1.1213243651931677,-0.5402241645725928,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1.2175586018390845,-1.0214831128738608,-0.5865872524614087,1,1,1,1,1,0,0
1,0,1,1,0.2699292376823877,1,1,-1.3614003530550205,-0.6084107113349534,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-4.863373202193648,-0.36748175948067513,-2.17344467613371,1,0,0,0,0,1,0
0,0,1,0,0.5549717837226001,1,1,-0.0186683769207927,0.3212131897171839,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,-0.033043025260105434,-0.010360422438938146,0.5685473132847618,1,0,0,0,0,1,0
1,0,0,0,-1.0738427650786138,1,1,0.684271754149477,-0.7913378440703634,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6313385817543794,-0.7348002725410678,-0.7301223660546056,1,0,1,1,0,0,0
0,0,1,1,1.6137012404433893,1,1,0.40010446712107,1.4067898110270345,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0.2464150775741307,0.645649074900212,0.8664092728308059,1,0,0,0,0,0,1
1,0,0,0,-0.5851984004382496,1,0,-0.3177918369506949,-0.5402903865344857,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.5339258921339541,0.18597127465587968,-0.9077483846338723,1,0,1,0,1,0,0
1,0,1,0,1.5729808767233588,1,1,1.4553455622265583,2.354889639447283,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0.919370273909439,2.289230738406581,1.4876298722709225,1,1,0,1,0,0,1
1,0,1,0,0.3106496014024181,1,1,1.2143849972024705,0.808430237350341,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3.7872649518076478,0.37724821533002406,2.5212263910964725,1,1,1,1,0,1,0
1,0,0,0,-1.2774445836787656,1,1,0.1591439020969822,-0.9767151893958096,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12361223474352719,-0.20329751575929367,-0.7586463928450632,1,0,1,1,0,0,0
1,0,0,0,1.0436161483629645,1,1,1.2791950802089491,1.6492504875041365,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1.2140997290108675,1.3349886426125168,1.5653238516385946,1,1,0,1,0,0,1
1,0,0,0,1.5322605130033284,1,1,1.304122035211441,2.1933742743905684,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0.8455912760625978,1.9982546986920275,1.4221814381535909,1,1,0,1,0,0,1
0,0,1,0,0.3920903288424788,1,0,-1.3132082400502028,-0.5181722512622664,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,-3.2659533091248747,-0.5148962506799368,-1.2886961314239005,1,0,0,0,0,1,0
1,0,1,1,0.0663274190822359,0,0,-1.1420431490330922,-0.5930251421885093,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-14.962423238792393,-0.07574877455591429,-7.7694903000660664,0,0,0,0,0,1,0
1,1,0,0,-1.1145631287986442,1,0,-1.4860351280674795,-0.9658547876453788,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-1.3214332659607924,1.6562799618435837,-0.8588711144008329,1,0,1,0,0,0,0
0,0,0,0,-0.3001558543980371,1,1,0.6593447991469852,-0.0855883221907287,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.1258499228610983,-0.1979062015308655,-0.2759526250337655,1,0,1,1,1,0,0
0,0,0,0,-1.2367242199587352,1,1,0.7125223031523015,-0.9285276751250968,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.5715155699597181,-0.8811935895692314,-0.7447739125143729,1,0,1,1,0,0,0
0,0,1,1,0.9214550572028734,1,1,1.2941512532104444,1.4899204471898866,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1.389386683987454,1.1925022170562003,1.5995623574840692,1,1,0,1,0,1,0
1,0,1,0,-0.4630373092781585,1,1,1.5434208032353631,0.0155326136196866,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,3.262788733494572,-0.7146614158140366,0.03283591656520482,1,1,1,1,1,0,0
1,0,1,0,1.5322605130033284,1,1,0.7723469951582818,1.6354763194304192,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.5007889319906454,1.183436803017808,1.0604410251323666,1,0,0,1,0,0,1
0,0,1,0,1.1657772395230557,1,1,1.3822264942192488,1.973164177109472,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1.17558534708491,1.6113681868265468,1.6781785790562416,1,1,1,1,0,0,1
1,0,1,1,0.4328106925625091,1,1,0.4782089261288781,0.5671615561873105,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1.079939879864965,0.2069739365074135,1.2808217274637004,1,0,0,0,0,1,0
1,0,0,0,0.5956921474426305,1,1,1.274209689208451,1.151106816158656,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,2.103724960920251,0.759036706056789,1.900481657255901,1,1,0,1,0,1,0
1,0,0,0,-1.1145631287986442,1,1,-0.0269773619216233,-0.8669853985393209,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-0.02398919298594011,0.03006797291009787,-0.7709530717635299,1,0,1,0,0,0,0
0,0,0,0,1.2064976032430856,1,1,-1.2949284730483754,-0.3169678570444236,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-1.0644726874892307,-1.5623280991040935,-0.2605577324603128,1,0,0,0,0,0,1
0,0,1,1,-0.6666391278783103,1,1,0.8205391081630994,-0.3759936990782702,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1.2126687245179069,-0.5470034754558951,-0.5556783277627576,1,0,1,1,1,0,0
1,1,1,0,-1.0331224013585834,1,1,1.0249401391835322,-0.7229526314223244,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9825693876851171,-1.0588886178420915,-0.6930659628062215,1,1,1,1,0,0,0
0,0,1,1,-0.748079855318371,1,0,-1.303237458049206,-0.8429909743468036,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.7191295203351435,0.9749256890629316,-1.1120081458869164,1,0,1,0,1,0,0
1,0,1,1,1.125056875803025,1,0,0.8703930181680831,1.4001455408504495,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.7668276689239042,0.9792416497409492,1.2335465919801425,1,1,0,1,0,0,1
1,0,1,1,0.0663274190822359,0,1,-0.6617838159850825,-0.3705414242157571,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-8.67032874873013,-0.04389441250468385,-4.854630598953336,0,0,1,0,0,1,0
0,0,1,0,0.7178532386027215,1,0,1.4553455622265583,1.4695903048887748,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1.9995041377028455,1.0447245251304336,2.0190750373110724,1,1,0,1,0,1,0
1,0,1,1,0.2292088739623573,1,0,-1.3198554280508674,-0.5818557046159116,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-5.517585556874299,-0.30252257645664443,-2.4324168872910388,1,0,0,0,0,1,0
0,0,1,1,1.5322605130033284,1,0,0.3103674291120993,1.2981195715608318,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0.20124189557813665,0.47556375615082946,0.841699285312656,1,0,0,0,0,0,1
0,0,1,1,0.188488510242327,1,1,0.7989357471609396,0.4673650596147524,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.025098209390305,0.15059020876170592,2.3546202198009563,1,0,1,1,0,1,0
0,1,0,0,-1.1552834925186746,1,1,0.468238144127881,-0.8781548361119187,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.40182337356879455,-0.5409477984785209,-0.7535975938471862,1,0,1,1,0,0,0
1,1,1,1,1.125056875803025,1,1,0.9468356801757248,1.541926761263089,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8341746571121044,1.0652439922373331,1.3584577073921633,1,1,1,1,0,0,1
1,0,1,1,1.2064976032430856,1,0,0.220630391103129,0.973631958285759,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0.18136524931487408,0.2661900380685097,0.8003566597173178,1,0,0,0,0,0,1
1,0,0,0,-1.2774445836787656,1,0,-0.6767399889865777,-0.9878184050065146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5256459171647214,0.8644978334897312,-0.7672706208323979,1,0,1,0,0,0,0
1,0,0,0,0.1477681465222966,1,1,0.4798707231290441,0.252982494980228,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,3.0416198307890134,0.07090960732709302,1.603508062665078,1,0,1,0,0,1,0
1,0,0,0,0.4735310562825394,1,0,-1.4744025490663168,-0.6076381217795365,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-3.0492406432003536,-0.6981753964450417,-1.2566682406113707,1,0,0,0,0,1,0
0,1,0,0,0.9214550572028734,1,1,1.1711782751981514,1.4248242586491937,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1.2573642347438194,1.0791881445674751,1.529675798774329,1,1,0,1,0,1,0
0,0,1,0,1.6137012404433893,1,1,1.3373579752147635,2.343322870103328,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0.8236478127278926,2.158096223520923,1.4431983001155,1,1,0,1,0,0,1
0,0,1,1,-0.8295205827584317,1,0,-1.4943441130683104,-0.9060563560561156,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-1.7799969932342936,1.2395891995140564,-1.07925448722063,1,0,0,0,1,0,0
0,0,0,0,-0.7888002190384014,0,1,-1.127086976031597,-0.8334329378469324,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4109747959112835,0.8890464535690531,-1.0433559205206804,0,0,1,0,1,0,0
1,0,0,0,-1.2774445836787656,1,1,0.8354952811645946,-0.9677310765656768,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.6489563059694861,-1.0672989216128788,-0.7516681407757885,1,1,1,1,0,0,0
0,0,1,1,-0.7073594915983407,1,0,-1.4694171580658184,-0.8767641749121683,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-2.048369297786562,1.039406173875316,-1.2222103215762292,1,0,0,0,1,0,0
0,0,0,0,1.3286586944031769,1,1,0.6676537841478158,1.4027061233769742,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.49874832691799786,0.8870840051591774,1.0478444798824185,1,0,0,0,0,0,1
0,0,1,1,-0.8295205827584317,0,0,-1.0506443140239554,-0.8110719887144393,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-1.2514813044509638,0.8715310836409842,-0.9661132858106728,0,0,0,0,1,0,0
1,0,1,0,1.6137012404433893,1,1,0.9052907551715716,1.986761753284808,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0.5575476156711939,1.4608688145822977,1.2236005638218745,1,1,0,0,0,0,1
0,0,1,1,1.6137012404433893,1,0,0.8321716871642622,1.8668117063095184,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0.5125152746308295,1.3428764838388378,1.1497261071253122,1,0,0,0,0,0,1
0,0,1,1,1.6137012404433893,1,1,1.696306127250646,2.7347829608393925,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1.0447156687442267,2.737331301716089,1.6842895064196641,1,1,0,1,0,0,1
1,0,0,1,0.7992939660427822,1,1,0.677624566148813,0.9623962987512684,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0.8373033713104333,0.5416212269651044,1.189180123827085,1,0,0,0,0,1,0
1,0,0,0,-1.2367242199587352,1,0,-1.326502616051532,-0.980048361477751,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.0639904116849814,1.6405179131095526,-0.7860987584809969,1,0,1,0,0,0,0
0,0,0,0,-1.1145631287986442,1,1,-0.0136829859202946,-0.8517322733166627,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.012167379109176335,0.015250551598631343,-0.7573894710798111,1,0,1,0,0,0,0
0,0,0,0,1.4508197855632678,1,0,-1.4710789550659844,-0.3783556157191159,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-1.0070228850978773,-2.134270454135468,-0.2590022530213939,1,0,0,0,0,0,1
0,0,0,1,1.2064976032430856,1,1,1.17616366619865,1.8240764669013187,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0.9668442116639535,1.419038644290272,1.4994492895328986,1,1,0,1,0,0,1
1,0,0,0,1.6137012404433893,1,0,0.7075369121518029,1.7781625733222606,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0.43575560240293565,1.1417531927988498,1.0951291586355456,1,0,0,0,0,0,1
1,0,0,0,-1.2774445836787656,1,0,-0.4640299729653139,-0.9849929346324188,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.36042714292166805,0.5927725756291442,-0.7650759862749849,1,0,1,0,0,0,0
0,0,1,0,1.369379058123207,1,0,0.8055829351616043,1.596692323748494,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5840185338594934,1.1031484009917263,1.1575442691735258,1,0,0,1,0,0,1
1,0,1,1,1.6137012404433893,0,1,0.0012731870812005,1.0762539252324128,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0.0007841264448703794,0.002054543572249745,0.662839873755665,0,0,0,0,0,0,1
1,0,0,0,-0.2594354906780068,1,0,-1.4943441130683104,-0.8055314179027356,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-5.54620369168125,0.387685898215668,-2.989700487770554,1,0,0,0,1,0,0
1,0,1,1,1.2879383306831464,1,0,0.9518210711762232,1.5630074191323198,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.7333330472452025,1.2258868415197492,1.2042231762349287,1,1,0,1,0,0,1
1,1,1,0,-0.5037576729981889,1,1,0.2954112561106046,-0.3613144975253503,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5750011564530852,-0.14881568695575018,-0.703278056007981,1,0,1,1,1,0,0
0,0,0,0,-1.1960038562387048,1,1,1.0083221691818711,-0.8717092318210123,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.8360853607273155,-1.2059572026724936,-0.7228079970985388,1,1,1,1,0,0,0
1,0,0,0,-0.4223169455581282,1,1,0.9933659961803764,-0.0783039063825128,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2.297772517100676,-0.4195152933282038,-0.18112615567595017,1,1,1,1,1,0,0
1,0,1,0,-1.1552834925186746,1,1,0.5264010391336954,-0.8665218448060708,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.451736459422349,-0.6081424309558351,-0.7436146228529742,1,0,1,1,0,0,0
1,0,1,0,1.2064976032430856,0,1,-0.8562140650045189,0.0245167264498195,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.7038353899933057,-1.0330202172909715,0.020153534527696446,0,0,0,0,0,0,1
0,0,0,0,-1.1145631287986442,1,1,-1.4710789550659844,-0.961373768223961,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.3081337253494327,1.6396103628681837,-0.8548864386572801,1,0,1,0,0,0,0
1,0,1,0,1.0843365120829946,1,0,0.6909189421501416,1.237349884530473,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.6313587589570823,0.7491886358631569,1.1306850049033474,1,0,0,1,0,0,1
1,0,0,1,-1.1960038562387048,1,1,-1.274986909046382,-0.9538906865300666,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.0571996950514089,1.5248892598733395,-0.7909516056649015,1,0,0,0,0,0,0
0,0,1,0,1.6137012404433893,1,1,1.111353583192171,2.0899576439012,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0.6844569404213119,1.793392655768412,1.2871565235304547,1,1,0,1,0,0,1
1,0,1,1,1.002895784642934,1,1,1.0897502221900113,1.4639835121151783,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1.0758759575390768,1.092905904148063,1.445344658662255,1,1,0,1,0,0,1
1,0,0,1,1.369379058123207,1,0,-1.4893587220678115,-0.4471381601385124,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-1.079731284375336,-2.039496644032803,-0.3241590174254869,1,0,0,0,0,0,1
0,0,0,0,1.125056875803025,0,1,-0.4640299729653139,0.3291156771697333,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.40881649444837204,-0.5220601116633182,0.28995522972088245,0,0,1,0,0,0,1
1,0,0,1,0.5142514200025698,1,0,1.1612074931971548,1.0385515549280713,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2.2149820656498416,0.5971526022942613,1.981018105631417,1,1,0,1,0,1,0
0,0,0,0,-1.1960038562387048,0,1,-0.9958050130184734,-0.9571134886755196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.8257063257858881,1.1909866356319276,-0.7936239040400529,0,0,1,0,0,0,0
0,0,0,0,-0.7073594915983407,1,0,1.3406815692150955,-0.308668037820517,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1.8689117310317285,-0.9483438331952555,-0.43028361851430613,1,1,1,1,1,0,0
0,0,0,1,0.758573602322752,0,0,-0.1532739339342488,0.3510130725689763,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,-0.1994264875491827,-0.1162695602066826,0.45670716702754144,0,0,0,0,0,1,0
0,0,0,0,1.125056875803025,1,0,-0.0003886099189655,0.7759373280482383,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,-0.00034237043733210986,-0.0004372082613373921,0.6836109666304445,1,0,0,0,0,0,1
1,0,0,0,0.0256070553622056,1,1,-0.3360716039525224,-0.272268032766735,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.438343062460563,-0.008605804168077475,-7.6464630393371005,1,0,1,0,0,1,0
